,제목,작가,장르(태국),좋아요수,조회수,구독수,별점,회차,연재시작일(태국),마지막연재일(태국),국가,한국제목,한국작가명,회차(한국),별점(한국),관심수(한국),장르(한국),해시태그(한국),연재시작일(한국),마지막연재일(한국),완결여부,웹툰/시리즈구분,작가전작개수,OSMU여부,태국진출여부,연재기간(태국),연재기간(한국)
475,ฮันนัมดง เคย์เฮ้าส์,ปาร์คแทจุน,로맨스,474474,13100000,304457,9.8,5,2018-12-20,2019-01-03,한국,한남동 케이하우스,글/그림 박태준,48,9.45,186381,로맨스,"로맨스,완결로맨스",2018-12-05,2019-10-30,True,웹툰,6,False,True,14,329.0
476,โนเบลส,Son Je-ho / กวางซู ลี,판타지,4000000,218600000,610363,9.81,31,2015-01-31,2015-04-22,한국,노블레스,글 손제호 그림 이광수,545,8.03,1353873,판타지,"판타지,먼치킨,완결판타지",2007-12-30,2019-01-07,True,웹툰,5,False,True,81,4026.0
477,Cozy Dormitory หอนี้มีแต่วุ่น,Dektalk,LGBTQ+ / Y,180584,3400000,89880,9.8,3,2021-12-22,2021-12-22,태국,,,0,,0,,,,,,,0,False,False,0,
478,Bloodhounds,จองชาน,액션,34473,932322,36540,8.83,3,2022-02-21,2022-02-21,한국,[드라마원작] 사냥개들,글/그림 정찬,89,9.86,119640,액션,"액션,드라마&영화 원작웹툰,느와르,성인웹툰,완결액션",2019-05-16,2023-07-11,True,웹툰,1,True,True,0,1517.0
479,ณ โลกที่เรารักกัน,ยูลโล,로맨스,94077,1500000,46415,9.57,7,2021-11-25,2021-12-23,한국,그들이 사귀는 세상,글/그림 율로,71,9.82,178746,로맨스,"로맨스,삼각관계,완결로맨스",2021-04-15,2022-10-20,True,웹툰,1,False,True,28,553.0
480,Our Beloved Summer,ฮันคยองชัล,로맨스,112973,2500000,117347,9.86,1,2021-12-03,2021-12-03,한국,그 해 우리는 - 초여름이 좋아!,글/그림 한경찰,20,9.97,228789,로맨스,"로맨스,프리퀄,학원로맨스,하이틴,청춘로맨스,재회,완결로맨스",2021-11-06,2022-03-19,True,웹툰,6,False,True,0,133.0
481,เพราะฉันไม่ใช่นางเอก,คีแมงกิ,드라마,1000000,25900000,375747,9.67,24,2020-02-14,2020-07-10,한국,여주실격!,글/그림 기맹기,115,9.95,422569,드라마,"드라마,아이돌,연예계,삼각관계,완결드라마",2019-12-17,2022-03-22,True,웹툰,5,False,True,147,826.0
482,If that day...,Mucchi,로맨스판타지,224213,4300000,111863,9.81,3,2021-05-16,2021-05-16,태국,,,0,,0,,,,,,,0,False,False,0,
483,ปริศนามาดามซง,Hongjacga,공포,94698,1900000,49766,9.8,2,2021-09-04,2021-09-04,한국,현혹,글/그림 홍작가,60,9.97,133170,스릴러,"스릴러,서스펜스,완결스릴러",2019-09-26,2020-11-12,True,웹툰,4,False,True,0,413.0
484,ทฤษฎีรัก บำบัดหัวใจ,Hatorik,드라마,1200000,46800000,658742,9.8,5,2017-11-28,2017-12-12,태국,,,0,,0,,,,,,,0,False,False,14,
485,รักโรคจิต [รายเล่ม],SHUZO OSHIMI,로맨스,0,3558,252,8.27,1,2023-08-14,2023-08-14,일본,,,0,,0,,,,,,,0,False,True,0,
486,บันทึกรักของแม่มดกับนายมังกร,Dimang / New lung,로맨스판타지,917102,22700000,364492,9.69,7,2020-12-02,2020-12-30,한국,마녀와 용의 신혼일기,글 뉴릉이 그림 디망 원작 바리달,127,9.89,245895,로맨스,"로맨스,연상연하,걸크러시,소설원작,완결로맨스",2020-09-29,2023-04-18,True,웹툰,2,False,True,28,931.0
487,ครูสาวสุดแกร่ง,KJH STUDIO,액션,24036,525377,18899,9.34,3,2023-04-21,2023-04-21,한국,용감한 시민,글/그림 김정현,67,9.7,25283,액션,"액션,영화원작웹툰,완결액션",2021-10-18,2021-10-18,True,웹툰,4,True,True,0,0.0
488,Golden Hour ชั่วโมงโกงความตาย,ฮันซันอีกา / ฮงบีชีรา,드라마,1000000,25400000,340173,9.92,8,2020-02-07,2020-03-13,한국,중증외상센터 : 골든 아워,글/그림 홍비치라 원작 한산이가,149,9.96,480129,드라마,"드라마,직업드라마,사이다,의학드라마,소설원작,완결드라마",2019-12-16,2022-12-26,True,웹툰,3,False,True,35,1106.0
489,นีน่าเท้าเปล่า,Cheomji,LGBTQ+ / Y,25367,472921,26875,9.65,3,2022-07-12,2022-07-12,한국,HD맨발의 니나,글 첨지 그림 첨지,45,9.6,23,순정,순정,2017-06-08,2019-02-28,True,시리즈,1,False,True,0,630.0
490,Love Debt ใช้หนี้แลกรัก,PuGun25,LGBTQ+ / Y,460353,9800000,172424,9.78,3,2021-05-31,2021-05-31,태국,,,0,,0,,,,,,,0,False,False,0,
491,หนุ่มหล่อกับเจ้าหญิงอสูร,ยูอึน / LB,로맨스판타지,644855,16700000,281473,9.44,3,2021-05-04,2021-05-04,한국,미남과 야수,글 윌브라이트 출판사조아라,136,9.1,93,로판,로판,2016-08-31,2016-08-31,True,시리즈,9,False,True,0,0.0
492,เออเร่อรัก เลขาคัม,QuornQuorn / Parand,로맨스,191502,5000000,116403,9.69,7,2021-09-22,2021-10-27,한국,감 비서가 고장났다,글/그림 퀀퀀 원작 파란드,56,9.76,169640,로맨스,"로맨스,오피스로맨스,사내연애,소설원작,완결로맨스",2021-06-25,2022-07-08,True,웹툰,1,False,True,35,378.0
493,SHOTGUN BOY,Kimcarnby / ฮงพิล,액션,438413,11900000,219634,9.79,7,2021-04-13,2021-05-11,한국,엽총소년,글 김칸비 그림 홍필,69,9.95,295629,스릴러,"스릴러,프리퀄,아포칼립스,완결스릴러",2021-02-22,2022-06-20,True,웹툰,8,False,True,28,483.0
494,รักไม่ชัวร์ นัวไว้ก่อน (Playboy Helper),โมณฌา,소설,38136,1700000,30971,9.78,3,2021-04-13,2021-05-11,태국,,,0,,0,,,,,,,0,False,False,28,
495,บันทึกฆาตกรรมของชมรมทำสวน,52chu,드라마,211028,4300000,87385,9.87,7,2019-09-27,2019-10-25,한국,텃밭부 사건일지,글/그림 오이츄,55,9.96,62380,드라마,"드라마,동아리,완결드라마",2019-08-27,2020-08-25,True,웹툰,1,False,True,28,364.0
496,โลกสองใบ,Jongjin,로맨스,112660,2800000,64155,9.59,3,2019-10-19,2019-10-19,한국,몽연,글 김종진 그림 김종진,27,8.7,71,드라마,드라마,2019-03-14,2019-08-15,True,시리즈,3,False,True,0,154.0
497,Lucky Boy ผมนี่แหละคือโชค,หมีเผือก,개그,297832,7200000,148577,9.7,3,2021-06-18,2021-06-18,태국,,,0,,0,,,,,,,0,False,False,0,
498,สุดยอดหมาป่าของฉัน,รัน / คิมบยองกวาน,로맨스,29658,537431,18122,9.16,3,2022-03-30,2022-03-30,한국,내 생애 최고의 늑대,글 란 그림 김병관,89,9.9,8,순정,순정,2022-11-16,2022-11-16,True,시리즈,3,False,True,0,0.0
499,คู่รักวิวาห์ต้องห้าม,Chun Ji hye / ซันแช็ก,로맨스,817021,23000000,329154,9.85,7,2019-10-25,2019-11-22,한국,금혼령-조선혼인금지령,글/그림 산책 원작 천지혜,111,9.89,324134,로맨스,"로맨스,퓨전사극,삼각관계,소설원작,완결로맨스",2019-06-20,2022-12-08,True,웹툰,2,False,True,28,1267.0
500,ความลับของครอบครัววิลสัน,MILL2,스릴러,30493,538273,20497,9.71,3,2022-06-24,2022-06-24,한국,,,0,,0,,,,,,,0,False,True,0,
501,ไก่ทอดคลุกซอส,พัคจีดก,스릴러,48927,1100000,25823,9.2,7,2021-11-02,2021-11-30,한국,닭강정,글/그림 박지독,47,9.25,145051,개그,"개그,2019 지상최대공모전,4차원,완결개그",2019-09-21,2020-08-01,True,웹툰,3,False,True,28,315.0
502,ผู้ประกาศข่าวที่รัก,MILKA / Z6,로맨스,323321,6900000,116952,9.79,7,2021-03-17,2021-04-14,한국,속보입니다,글/그림 Z6 원작 밀카,70,9.85,184227,로맨스,"로맨스,소설원작,완결로맨스",2020-09-29,2022-02-01,True,웹툰,1,False,True,28,490.0
503,เมื่อสามีจอมบงการของฉันเปลี่ยนไป,ลันเทเชียส / ชังบี,로맨스판타지,490275,13600000,290264,9.56,3,2020-11-18,2020-11-18,한국,폭군 남편이 달라졌어요,글 란테시아스 출판사페퍼민트,139,8.3,6,로판,로판,2020-04-27,2021-07-23,True,시리즈,8,False,True,0,452.0
504,จักรวาลแห่งดาบ,SIN,판타지,53905,1000000,41073,9.58,29,2021-06-16,2021-12-29,한국,칼의 우주,그림SIN 출판사블루픽,29,8.9,3,소년,소년,2021-06-10,2021-06-10,True,시리즈,1,False,True,196,0.0
505,Perfect Family,จูอึน / นยังปา,스릴러,241091,5600000,116620,9.72,7,2020-09-29,2020-11-10,한국,완벽한 가족,글 냥빠 그림 주은,55,9.88,96189,스릴러,"스릴러,완결스릴러",2020-08-24,2021-09-06,True,웹툰,1,False,True,42,378.0
506,ยอดมนุษย์สาวยุคหิน,แจอา / ฮันการัม,액션,132690,3400000,86210,9.53,7,2021-09-11,2021-09-11,한국,신석기녀,글 재아 그림 한가람,99,9.92,299892,액션,"액션,슈퍼스트링,완결액션",2017-12-26,2019-12-24,True,웹툰,8,False,True,0,728.0
507,กุกูกาก้า,Henie,개그,1600000,47900000,555068,9.78,8,2016-12-13,2017-01-17,한국,구구까까,글/그림 혜니,140,9.88,459830,로맨스,"로맨스,완결로맨스",2016-08-20,2019-04-20,True,웹툰,5,False,True,35,973.0
508,หนุ่มน้อยผู้แสวงหาดวงดาว THE STAR SEEKERS | นิยาย,HYBE,소설,9704,135498,20385,9.64,7,2016-12-13,2017-01-17,한국,별을 쫓는 소년들,글/그림 HYBE,70,8.24,53602,판타지,"판타지,히어로,연예계",2022-01-17,2023-09-10,False,웹툰,6,False,True,35,601.0
509,1 ใจ 4 คน,ส้มฉุน,드라마,41570,809393,23555,9.4,3,2022-12-28,2022-12-29,태국,,,0,,0,,,,,,,0,False,False,1,
510,รักใสๆ หัวใจบลอสซั่ม,NEMONE / ฮงดอก,로맨스,1000000,21200000,289942,9.89,9,2020-09-21,2020-11-02,한국,청춘 블라썸,글 홍덕 그림 NEMONE,130,9.93,676875,로맨스,"로맨스,드라마&영화 원작웹툰,하이틴,학원로맨스,캠퍼스로맨스,삼각관계",2020-06-26,2020-06-26,True,웹툰,1,True,True,42,0.0
511,Sixth Sense Kiss,ก๊อดนยอ / โชโคบง,로맨스,588866,16300000,254292,9.85,7,2021-07-24,2021-08-21,한국,키스 식스 센스,글/그림 조코봉 원작 갓녀,98,9.79,166643,로맨스,"로맨스,드라마&영화 원작웹툰,오피스로맨스,소설원작,완결로맨스",2021-04-23,2023-04-14,True,웹툰,2,True,True,28,721.0
512,Calling เสียงเพรียกจากเงาจันทร์,Eyri / Triojam,공포,78005,1200000,48229,9.86,3,2022-10-26,2022-10-26,태국,,,0,,0,,,,,,,0,False,False,0,
513,ฟา องครักษ์หญิงจำเป็น,lonely cat,로맨스판타지,2600000,81300000,814544,9.8,4,2018-03-22,2018-03-29,태국,,,0,,0,,,,,,,0,False,False,7,
514,แฟนหนุ่มหลุดสเปก,พัคยุนยอง / อึนดงอี,로맨스,167375,4700000,109068,8.97,7,2021-11-14,2021-12-12,한국,이상형은 아닙니다,글 박윤영 그림 은동이,46,9.88,119460,로맨스,"로맨스,완결로맨스",2021-07-12,2022-05-23,True,웹툰,2,False,True,28,315.0
515,แผนร้ายซ่อนรัก,อีแชยอง / ฮันอูจู,로맨스,102448,2300000,70467,9.58,7,2021-09-15,2021-10-13,한국,그 남자의 계략,글 이채영 그림 한우주,45,9.6,5,순정,순정,2021-08-16,2021-08-16,True,시리즈,5,False,True,28,0.0
516,The Countryman,Dix-sept17,소설,20386,805853,48810,9.39,3,2021-09-15,2021-10-13,태국,,,0,,0,,,,,,,0,False,False,28,
517,เลดี้อิงกริด,เรดพาร์สลีย์,로맨스판타지,718434,19400000,241797,9.45,5,2020-04-11,2020-04-25,한국,흰 사슴 잉그리드 [개정판],글 흰울타리 그림 우문,321,9.3,53,로판,로판,2018-02-12,2022-04-13,True,시리즈,6,False,True,14,1521.0
518,ชั่วโมงที่ 25,VICMON,로맨스,84652,1800000,69744,9.6,3,2021-04-17,2021-04-17,태국,,,0,,0,,,,,,,0,False,False,0,
519,ตกหลุมรัก นายช่างแต่งหน้า,LEE YEON,드라마,939213,20300000,329598,9.72,7,2019-05-13,2019-06-10,한국,화장 지워주는 남자,글/그림 이연,130,9.54,337263,드라마,"드라마,완결드라마",2018-05-03,2020-11-19,True,웹툰,3,False,True,28,931.0
520,CEO's Top Secret,ชินจีวอน / ฮันฮเยริน,로맨스,125676,3900000,119011,9.41,5,2020-08-18,2020-09-01,한국,대표님이 구독하셨습니다,글 신지원 그림 한혜린,50,9.13,106771,로맨스,"로맨스,완결로맨스",2019-06-06,2020-05-14,True,웹툰,1,False,True,14,343.0
521,คฤหาสน์คนเพี้ยน,ยักกุก,드라마,74333,1000000,23279,9.91,7,2021-06-16,2021-06-16,한국,언럭키 맨션,글/그림 약국,73,9.96,115394,드라마,"드라마,감성드라마,완결드라마",2020-05-28,2020-05-28,True,웹툰,1,False,True,0,0.0
522,มนุษย์ทมิฬ,ลีชอนยอก,액션,545798,15900000,209806,9.88,6,2019-10-07,2019-10-28,한국,검은인간,글/그림 이저녁,81,9.96,318386,액션,"액션,완결액션",2018-12-15,2020-07-11,True,웹툰,3,False,True,21,574.0
523,REAWAKEN MAN,แชยงแทก / คิมแจฮัน,액션,876119,33600000,332163,9.83,5,2017-07-19,2017-08-02,한국,부활남,글 채용택 그림 김재한,178,9.88,565406,액션,"액션,슈퍼스트링,완결액션",2016-05-06,2019-12-27,True,웹툰,8,False,True,14,1330.0
524,ปลดล็อกที เครื่องนี้มี CEO [Unlock My Boss],พัคซองฮยอน,개그,147410,3700000,85025,9.81,8,2020-09-27,2020-11-01,한국,사장님을 잠금해제,글/그림 박성현,56,9.93,117122,개그,"개그,완결개그",2020-04-05,2021-04-25,True,웹툰,4,False,True,35,385.0
525,Misterioso,ซงอิลกน / อิเจ,LGBTQ+ / Y,78673,1600000,51721,9.72,7,2020-08-30,2020-09-27,한국,미스테리오소,글 송일곤 그림 이제,55,9.71,15808,감성,"감성,완결감성",2021-01-11,2021-01-11,True,웹툰,1,False,True,28,0.0
526,คุณแม่ย้อนวัย หัวใจดวงเดิม,ฮงซึงพโย / คุคุ,드라마,754610,19700000,327098,9.75,3,2019-09-22,2019-09-22,한국,맘마미안,글 미티 그림 구구,102,9.91,473209,드라마,"드라마,감성드라마,완결드라마",2019-06-08,2021-07-10,True,웹툰,20,False,True,0,763.0
527,Vigilante,CRG / คิมกยูซัม,액션,352328,11300000,181920,9.75,10,2018-11-30,2019-01-18,한국,비질란테,글 CRG 그림 김규삼,141,9.98,355745,액션,"액션,직업드라마,사이다,다크히어로,느와르,완결액션",2018-04-27,2021-01-08,True,웹툰,19,False,True,49,987.0
528,Thonhom Story,Butter Sweet,드라마,1200000,38000000,329101,9.83,9,2016-01-10,2016-02-02,태국,,,0,,0,,,,,,,0,False,False,23,
529,ลำนำแห่งโชคชะตา,ฮันนี่ บี,판타지,834500,44700000,424295,9.81,6,2015-07-25,2016-01-21,한국,플로우,글/그림 허니비,106,9.96,374112,판타지,"판타지,최강자전,먼치킨,완결판타지",2013-06-10,2015-06-15,True,웹툰,3,False,True,180,735.0
530,ผาหลอน ซ่อนปม,ซองแด โอ,스릴러,24412,2300000,38267,9.32,3,2014-11-18,2015-02-04,한국,절벽귀,글/그림 오성대,8,9.95,85236,스릴러,"스릴러,완결스릴러",2017-06-19,2017-08-07,True,웹툰,3,False,True,78,49.0
531,คุณครูจอมเวท เนกิมะ! [รายเล่ม],Ken Akamatsu,판타지,0,1681,266,8.88,1,2023-08-11,2023-08-11,일본,,,0,,0,,,,,,,0,False,True,0,
532,เสียงของเธอ,SiL_Bi / crow,로맨스,59538,1400000,50471,9.31,3,2022-09-01,2022-09-01,한국,너의 소리,"글 까마귀,비설 그림 비아이",47,9.1,7,순정,순정,2022-08-16,2022-10-08,True,시리즈,1,False,True,0,53.0
533,สัมผัสรักแตะใจเธอ,ซนพัง / ลีดัลอา,로맨스,674508,17400000,238619,9.72,7,2020-10-22,2020-11-19,한국,터치터치 그대,글 손팡 이달아 그림 손팡,143,9.68,14500,로맨스,"로맨스,완결로맨스",2023-01-30,2023-01-30,True,웹툰,3,False,True,28,0.0
534,คุณหนูครับ รับรักผมที,ซอกอู,로맨스,530336,13200000,231603,9.78,7,2021-03-21,2021-04-18,한국,노답소녀,글/그림 석우,103,9.88,426209,로맨스,"로맨스,재벌,청춘로맨스,성장드라마,완결로맨스",2020-11-11,2023-04-26,True,웹툰,6,False,True,28,896.0
535,มิสเตอร์ลี ช่วยฉันทีค่ะ!,SEOLAM,로맨스,31149,644029,31340,9.59,1,2022-12-05,2022-12-05,한국,,,0,,0,,,,,,,0,False,True,0,
536,Lazy Tails ﻿วันๆ ของเหล่าหางฟู,Aneel Comics,일상,202784,3300000,56380,9.83,5,2022-05-23,2022-05-23,태국,,,0,,0,,,,,,,0,False,False,0,
537,รักจูงรัก [Love And Leashes],คยออุล,로맨스,83069,1400000,34153,9.38,3,2021-12-11,2021-12-11,한국,[영화원작] 모럴센스,글/그림 겨울,148,9.89,58933,로맨스,"로맨스,드라마&영화 원작웹툰,공감성수치,완결로맨스",2021-02-08,2022-02-28,True,웹툰,2,True,True,0,385.0
538,หวานรักรสเลือด,SEORU / JIHYUN SA,로맨스,209823,3500000,106600,9.67,7,2021-12-18,2022-01-15,한국,빨간맛 로맨스,글 사지현 그림 서루,61,9.94,131561,로맨스,"로맨스,학원로맨스,뱀파이어,완결로맨스",2021-07-29,2022-10-06,True,웹툰,3,False,True,28,434.0
539,พระเจ้าจ๋า ขอเป็นปีศาจอีกหน,BULSA / ยงการี,개그,237321,5100000,114885,9.75,7,2021-06-23,2021-07-28,한국,"주님, 악마가 되게 해주세요!",글 불사 그림 용가리,68,9.92,108860,개그,"개그,회귀,완결개그",2021-04-22,2022-08-04,True,웹툰,2,False,True,35,469.0
